term,Jamo,alphabet
창동,ㅊㅏㅇㄷㅗㅇ,CKDEHD
천동,ㅊㅓㄴㄷㅗㅇ,CJSEHD
천안,ㅊㅓㄴㅇㅏㄴ,CJSDKS
춘천,ㅊㅜㄴㅊㅓㄴ,CNSCJS
탑동,ㅌㅏㅂㄷㅗㅇ,XKQEHD
통동,ㅌㅗㅇㄷㅗㅇ,XHDEHD
통영,ㅌㅗㅇㅇㅕㅇ,XHDDUD
파주시,ㅍㅏㅈㅜㅅㅣ,VKWNTL
평동,ㅍㅕㅇㄷㅗㅇ,VUDEHD
풍동,ㅍㅜㅇㄷㅗㅇ,VNDEHD
항동,ㅎㅏㅇㄷㅗㅇ,GKDEHD
현동,ㅎㅕㄴㄷㅗㅇ,GUSEHD
혈동,ㅎㅕㄹㄷㅗㅇ,GUFEHD
흥동,ㅎㅡㅇㄷㅗㅇ,GMDEHD
칠레,ㅊㅣㄹㄹㅓㅣ,CLFFJL
시드니,ㅅㅣㄷㅡㄴㅣ,TLEMSL
마푸투,ㅁㅏㅍㅜㅌㅜ,AKVNXN
라파스,ㄹㅏㅍㅏㅅㅡ,FKVKTM
루사카,ㄹㅜㅅㅏㅋㅏ,FNTKZK
아피아,ㅇㅏㅍㅣㅇㅏ,DKVLDK
사모아,ㅅㅏㅁㅗㅇㅏ,TKAHDK
마요트,ㅁㅏㅇㅛㅌㅡ,AKDYXM
모로니,ㅁㅗㄹㅗㄴㅣ,AHFHSL
코모로,ㅋㅗㅁㅗㄹㅗ,ZHAHFH
야렌,ㅇㅑㄹㅓㅣㄴ,DIFJLS
나우루,ㄴㅏㅇㅜㄹㅜ,SKDNFN
투아스,ㅌㅜㅇㅏㅅㅡ,XNDKTM
기아나,ㄱㅣㅇㅏㄴㅏ,RLDKSK
보고타,ㅂㅗㄱㅗㅌㅏ,QHRHXK
아크라,ㅇㅏㅋㅡㄹㅏ,DKZMFK
마주로,ㅁㅏㅈㅜㄹㅗ,AKWNFH
푸켓,ㅍㅜㅋㅓㅣㅅ,VNZJLT
파나마,ㅍㅏㄴㅏㅁㅏ,VKSKAK
아부자,ㅇㅏㅂㅜㅈㅏ,DKQNWK
지부티,ㅈㅣㅂㅜㅌㅣ,WLQNXL
비사우,ㅂㅣㅅㅏㅇㅜ,QLTKDN
바마코,ㅂㅏㅁㅏㅋㅗ,QKAKZH
파타야,ㅍㅏㅌㅏㅇㅑ,VKXKDI
반줄,ㅂㅏㄴㅈㅜㄹ,QKSWNF
방콕,ㅂㅏㅇㅋㅗㄱ,QKDZHR
다카르,ㄷㅏㅋㅏㄹㅡ,EKZKFM
태국,ㅌㅏㅣㄱㅜㄱ,XKLRNR
나바사,ㄴㅏㅂㅏㅅㅏ,SKQKTK
아이티,ㅇㅏㅇㅣㅌㅣ,DKDLXL
라오스,ㄹㅏㅇㅗㅅㅡ,FKDHTM
마우이,ㅁㅏㅇㅜㅇㅣ,AKDNDL
라나이,ㄹㅏㄴㅏㅇㅣ,FKSKDL
하노이,ㅎㅏㄴㅗㅇㅣ,GKSHDL
마카오,ㅁㅏㅋㅏㅇㅗ,AKZKDH
몽콕,ㅁㅗㅇㅋㅗㄱ,AHDZHR
홍콩,ㅎㅗㅇㅋㅗㅇ,GHDZHD
대만,ㄷㅏㅣㅁㅏㄴ,EKLAKS
사우디,ㅅㅏㅇㅜㄷㅣ,TKDNEL
리야드,ㄹㅣㅇㅑㄷㅡ,FLDIEM
카라치,ㅋㅏㄹㅏㅊㅣ,ZKFKCL
나사우,ㄴㅏㅅㅏㅇㅜ,SKTKDN
바하마,ㅂㅏㅎㅏㅁㅏ,QKGKAK
두바이,ㄷㅜㅂㅏㅇㅣ,ENQKDL
카타르,ㅋㅏㅌㅏㄹㅡ,ZKXKFM
마나마,ㅁㅏㄴㅏㅁㅏ,AKSKAK
리비아,ㄹㅣㅂㅣㅇㅏ,FLQLDK
템파,ㅌㅓㅣㅁㅍㅏ,XJLAVK
네팔,ㄴㅓㅣㅍㅏㄹ,SJLVKF
카이로,ㅋㅏㅇㅣㄹㅗ,ZKDLFH
아라르,ㅇㅏㄹㅏㄹㅡ,DKFKFM
탁심,ㅌㅏㄱㅅㅣㅁ,XKRTLA
모로코,ㅁㅗㄹㅗㅋㅗ,AHFHZH
이라크,ㅇㅣㄹㅏㅋㅡ,DLFKZM
라바트,ㄹㅏㅂㅏㅌㅡ,FKQKXM
영남,ㅇㅕㅇㄴㅏㅁ,DUDSKA
오사카,ㅇㅗㅅㅏㅋㅏ,DHTKZK
시리아,ㅅㅣㄹㅣㅇㅏ,TLFLDK
전남,ㅈㅓㄴㄴㅏㅁ,WJSSKA
진해,ㅈㅣㄴㅎㅏㅣ,WLSGKL
니시키,ㄴㅣㅅㅣㅋㅣ,SLTLZL
양덕,ㅇㅑㅇㄷㅓㄱ,DIDEJR
함안,ㅎㅏㅁㅇㅏㄴ,GKADKS
담양,ㄷㅏㅁㅇㅑㅇ,EKADID
의령,ㅇㅡㅣㄹㅕㅇ,DMLFUD
산청,ㅅㅏㄴㅊㅓㅇ,TKSCJD
경남,ㄱㅕㅇㄴㅏㅁ,RUDSKA
합천,ㅎㅏㅂㅊㅓㄴ,GKQCJS
시부야,ㅅㅣㅂㅜㅇㅑ,TLQNDI
나카노,ㄴㅏㅋㅏㄴㅗ,SKZKSH
전북,ㅈㅓㄴㅂㅜㄱ,WJSQNR
차이나,ㅊㅏㅇㅣㄴㅏ,CKDLSK
수리치,ㅅㅜㄹㅣㅊㅣ,TNFLCL
일본,ㅇㅣㄹㅂㅗㄴ,DLFQHS
영덕,ㅇㅕㅇㄷㅓㄱ,DUDEJR
송강,ㅅㅗㅇㄱㅏㅇ,THDRKD
경북,ㄱㅕㅇㅂㅜㄱ,RUDQNR
충남,ㅊㅜㅇㄴㅏㅁ,CNDSKA
알제,ㅇㅏㄹㅈㅓㅣ,DKFWJL
발칸,ㅂㅏㄹㅋㅏㄴ,QKFZKS
충북,ㅊㅜㅇㅂㅜㄱ,CNDQNR
괴산,ㄱㅗㅣㅅㅏㄴ,RHLTKS
단양,ㄷㅏㄴㅇㅑㅇ,EKSDID
병점,ㅂㅕㅇㅈㅓㅁ,QUDWJA
신갈,ㅅㅣㄴㄱㅏㄹ,TLSRKF
아사카,ㅇㅏㅅㅏㅋㅏ,DKTKZK
평창,ㅍㅕㅇㅊㅏㅇ,VUDCKD
정선,ㅈㅓㅇㅅㅓㄴ,WJDTJS
평촌,ㅍㅕㅇㅊㅗㄴ,VUDCHS
신림,ㅅㅣㄴㄹㅣㅁ,TLSFLA
송내,ㅅㅗㅇㄴㅏㅣ,THDSKL
역삼,ㅇㅕㄱㅅㅏㅁ,DURTKA
논현,ㄴㅗㄴㅎㅕㄴ,SHSGUS
청담,ㅊㅓㅇㄷㅏㅁ,CJDEKA
용산,ㅇㅛㅇㅅㅏㄴ,DYDTKS
중곡,ㅈㅜㅇㄱㅗㄱ,WNDRHR
수표로,ㅅㅜㅍㅛㄹㅗ,TNVYFH
안국,ㅇㅏㄴㄱㅜㄱ,DKSRNR
응암,ㅇㅡㅇㅇㅏㅁ,DMDDKA
은평,ㅇㅡㄴㅍㅕㅇ,DMSVUD
봉평,ㅂㅗㅇㅍㅕㅇ,QHDVUD
새재,ㅅㅏㅣㅈㅏㅣ,TKLWKL
양양,ㅇㅑㅇㅇㅑㅇ,DIDDID
김화,ㄱㅣㅁㅎㅗㅏ,RLAGHK
그리스,ㄱㅡㄹㅣㅅㅡ,RMFLTM
유타주,ㅇㅠㅌㅏㅈㅜ,DBXKWN
북경,ㅂㅜㄱㄱㅕㅇ,QNRRUD
함흥,ㅎㅏㅁㅎㅡㅇ,GKAGMD
아바나,ㅇㅏㅂㅏㄴㅏ,DKQKSK
알섬,ㅇㅏㄹㅅㅓㅁ,DKFTJA
월가,ㅇㅜㅓㄹㄱㅏ,DNJFRK
티라나,ㅌㅣㄹㅏㄴㅏ,XLFKSK
라치오,ㄹㅏㅊㅣㅇㅗ,FKCLDH
시카고,ㅅㅣㅋㅏㄱㅗ,TLZKRH
조지아,ㅈㅗㅈㅣㅇㅏ,WHWLDK
소피아,ㅅㅗㅍㅣㅇㅏ,THVLDK
크라비,ㅋㅡㄹㅏㅂㅣ,ZMFKQL
모나코,ㅁㅗㄴㅏㅋㅗ,AHSKZH
보르도,ㅂㅗㄹㅡㄷㅗ,QHFMEH
밀란,ㅁㅣㄹㄹㅏㄴ,ALFFKS
몽골,ㅁㅗㅇㄱㅗㄹ,AHDRHF
베른,ㅂㅓㅣㄹㅡㄴ,QJLFMS
파두츠,ㅍㅏㄷㅜㅊㅡ,VKENCM
바젤,ㅂㅏㅈㅓㅣㄹ,QKWJLF
프라하,ㅍㅡㄹㅏㅎㅏ,VMFKGK
독일,ㄷㅗㄱㅇㅣㄹ,EHRDLF
카디프,ㅋㅏㄷㅣㅍㅡ,ZKELVM
하노버,ㅎㅏㄴㅗㅂㅓ,GKSHQJ
영국,ㅇㅕㅇㄱㅜㄱ,DUDRNR
북해,ㅂㅜㄱㅎㅏㅣ,QNRGKL
탈린,ㅌㅏㄹㄹㅣㄴ,XKFFLS
신석,ㅅㅣㄴㅅㅓㄱ,TLSTJR
파로호,ㅍㅏㄹㅗㅎㅗ,VKFHGH
선돌,ㅅㅓㄴㄷㅗㄹ,TJSEHF
잣봉,ㅈㅏㅅㅂㅗㅇ,WKTQHD
장산,ㅈㅏㅇㅅㅏㄴ,WKDTKS
수타사,ㅅㅜㅌㅏㅅㅏ,TNXKTK
섬강,ㅅㅓㅁㄱㅏㅇ,TJARKD
설악,ㅅㅓㄹㅇㅏㄱ,TJFDKR
팔달,ㅍㅏㄹㄷㅏㄹ,VKFEKF
향남,ㅎㅑㅇㄴㅏㅁ,GIDSKA
삼송,ㅅㅏㅁㅅㅗㅇ,TKATHD
수리사,ㅅㅜㄹㅣㅅㅏ,TNFLTK
묘수사,ㅁㅛㅅㅜㅅㅏ,AYTNTK
오이도,ㅇㅗㅇㅣㄷㅗ,DHDLEH
사나사,ㅅㅏㄴㅏㅅㅏ,TKSKTK
자비사,ㅈㅏㅂㅣㅅㅏ,WKQLTK
진량,ㅈㅣㄴㄹㅑㅇ,WLSFID
해평,ㅎㅏㅣㅍㅕㅇ,GKLVUD
봉성,ㅂㅗㅇㅅㅓㅇ,QHDTJD
각산,ㄱㅏㄱㅅㅏㄴ,RKRTKS
보리사,ㅂㅗㄹㅣㅅㅏ,QHFLTK
도리사,ㄷㅗㄹㅣㅅㅏ,EHFLTK
수다사,ㅅㅜㄷㅏㅅㅏ,TNEKTK
지보사,ㅈㅣㅂㅗㅅㅏ,WLQHTK
유하사,ㅇㅠㅎㅏㅅㅏ,DBGKTK
비로사,ㅂㅣㄹㅗㅅㅏ,QLFHTK
죽령,ㅈㅜㄱㄹㅕㅇ,WNRFUD
수도사,ㅅㅜㄷㅗㅅㅏ,TNEHTK
오어사,ㅇㅗㅇㅓㅅㅏ,DHDJTK
사교루,ㅅㅏㄱㅛㄹㅜ,TKRYFN
갑천,ㄱㅏㅂㅊㅓㄴ,RKQCJS
멘로,ㅁㅓㅣㄴㄹㅗ,AJLSFH
마하사,ㅁㅏㅎㅏㅅㅏ,AKGKTK
미타사,ㅁㅣㅌㅏㅅㅏ,ALXKTK
금천,ㄱㅡㅁㅊㅓㄴ,RMACJS
아이거,ㅇㅏㅇㅣㄱㅓ,DKDLRJ
현산,ㅎㅕㄴㅅㅏㄴ,GUSTKS
다보사,ㄷㅏㅂㅗㅅㅏ,EKQHTK
나주호,ㄴㅏㅈㅜㅎㅗ,SKWNGH
도리포,ㄷㅗㄹㅣㅍㅗ,EHFLVH
가거도,ㄱㅏㄱㅓㄷㅗ,RKRJEH
도초도,ㄷㅗㅊㅗㄷㅗ,EHCHEH
우이도,ㅇㅜㅇㅣㄷㅗ,DNDLEH
가사도,ㄱㅏㅅㅏㄷㅗ,RKTKEH
곽도,ㄱㅗㅏㄱㄷㅗ,RHKREH
하조도,ㅎㅏㅈㅗㄷㅗ,GKWHEH
유마사,ㅇㅠㅁㅏㅅㅏ,DBAKTK
무녀도,ㅁㅜㄴㅕㄷㅗ,ANSUEH
야미도,ㅇㅑㅁㅣㄷㅗ,DIALEH
사자사,ㅅㅏㅈㅏㅅㅏ,TKWKTK
타루비,ㅌㅏㄹㅜㅂㅣ,XKFNQL
금강,ㄱㅡㅁㄱㅏㅇ,RMARKD
서고사,ㅅㅓㄱㅗㅅㅏ,TJRHTK
용굴,ㅇㅛㅇㄱㅜㄹ,DYDRNF
복흥,ㅂㅗㄱㅎㅡㅇ,QHRGMD
정천,ㅈㅓㅇㅊㅓㄴ,WJDCJS
가파도,ㄱㅏㅍㅏㄷㅗ,RKVKEH
마라도,ㅁㅏㄹㅏㄷㅗ,AKFKEH
문섬,ㅁㅜㄴㅅㅓㅁ,ANSTJA
범섬,ㅂㅓㅁㅅㅓㅁ,QJATJA
새섬,ㅅㅏㅣㅅㅓㅁ,TKLTJA
추자도,ㅊㅜㅈㅏㄷㅗ,CNWKEH
용연,ㅇㅛㅇㅇㅕㄴ,DYDDUS
탄천,ㅌㅏㄴㅊㅓㄴ,XKSCJS
임천,ㅇㅣㅁㅊㅓㄴ,DLACJS
안남,ㅇㅏㄴㄴㅏㅁ,DKSSKA
유부도,ㅇㅠㅂㅜㄷㅗ,DBQNEH
달천,ㄷㅏㄹㅊㅓㄴ,EKFCJS
석문,ㅅㅓㄱㅁㅜㄴ,TJRANS
보타사,ㅂㅗㅌㅏㅅㅏ,QHXKTK
절말,ㅈㅓㄹㅁㅏㄹ,WJFAKF
선림,ㅅㅓㄴㄹㅣㅁ,TJSFLA
세봉,ㅅㅓㅣㅂㅗㅇ,TJLQHD
을전,ㅇㅡㄹㅈㅓㄴ,DMFWJS
안골,ㅇㅏㄴㄱㅗㄹ,DKSRHF
안말,ㅇㅏㄴㅁㅏㄹ,DKSAKF
병곡,ㅂㅕㅇㄱㅗㄱ,QUDRHR
의신,ㅇㅡㅣㅅㅣㄴ,DMLTLS
장촌,ㅈㅏㅇㅊㅗㄴ,WKDCHS
자하교,ㅈㅏㅎㅏㄱㅛ,WKGKRY
범골,ㅂㅓㅁㄱㅗㄹ,QJARHF
둔골,ㄷㅜㄴㄱㅗㄹ,ENSRHF
가마소,ㄱㅏㅁㅏㅅㅗ,RKAKTH
매봉,ㅁㅏㅣㅂㅗㅇ,AKLQHD
곡강,ㄱㅗㄱㄱㅏㅇ,RHRRKD
태배,ㅌㅏㅣㅂㅏㅣ,XKLQKL
울몰,ㅇㅜㄹㅁㅗㄹ,DNFAHF
갈론,ㄱㅏㄹㄹㅗㄴ,RKFFHS
청별,ㅊㅓㅇㅂㅕㄹ,CJDQUF
탑골,ㅌㅏㅂㄱㅗㄹ,XKQRHF
반선,ㅂㅏㄴㅅㅓㄴ,QKSTJS
덕촌,ㄷㅓㄱㅊㅗㄴ,EJRCHS
죽정,ㅈㅜㄱㅈㅓㅇ,WNRWJD
소고포,ㅅㅗㄱㅗㅍㅗ,THRHVH
굴등,ㄱㅜㄹㄷㅡㅇ,RNFEMD
양악,ㅇㅑㅇㅇㅏㄱ,DIDDKR
암곡,ㅇㅏㅁㄱㅗㄱ,DKARHR
간전,ㄱㅏㄴㅈㅓㄴ,RKSWJS
갈말,ㄱㅏㄹㅁㅏㄹ,RKFAKF
강천,ㄱㅏㅇㅊㅓㄴ,RKDCJS
개령,ㄱㅏㅣㄹㅕㅇ,RKLFUD
건천,ㄱㅓㄴㅊㅓㄴ,RJSCJS
계성,ㄱㅕㅣㅅㅓㅇ,RULTJD
곤명,ㄱㅗㄴㅁㅕㅇ,RHSAUD
곤양,ㄱㅗㄴㅇㅑㅇ,RHSDID
공근,ㄱㅗㅇㄱㅡㄴ,RHDRMS
군북,ㄱㅜㄴㅂㅜㄱ,RNSQNR
길안,ㄱㅣㄹㅇㅏㄴ,RLFDKS
낙안,ㄴㅏㄱㅇㅏㄴ,SKRDKS
남양,ㄴㅏㅁㅇㅑㅇ,SKADID
남평,ㄴㅏㅁㅍㅕㅇ,SKAVUD
남해,ㄴㅏㅁㅎㅏㅣ,SKAGKL
농암,ㄴㅗㅇㅇㅏㅁ,SHDDKA
단밀,ㄷㅏㄴㅁㅣㄹ,EKSALF
단성,ㄷㅏㄴㅅㅓㅇ,EKSTJD
동래,ㄷㅗㅇㄹㅏㅣ,EHDFKL
두원,ㄷㅜㅇㅜㅓㄴ,ENDNJS
만경,ㅁㅏㄴㄱㅕㅇ,AKSRUD
면천,ㅁㅕㄴㅊㅓㄴ,AUSCJS
목천,ㅁㅗㄱㅊㅓㄴ,AHRCJS
무주지,ㅁㅜㅈㅜㅈㅣ,ANWNWL
문산,ㅁㅜㄴㅅㅏㄴ,ANSTKS
반남,ㅂㅏㄴㄴㅏㅁ,QKSSKA
변산,ㅂㅕㄴㅅㅏㄴ,QUSTKS
사하나,ㅅㅏㅎㅏㄴㅏ,TKGKSK
산외,ㅅㅏㄴㅇㅗㅣ,TKSDHL
소사도,ㅅㅗㅅㅏㄷㅗ,THTKEH
송악,ㅅㅗㅇㅇㅏㄱ,THDDKR
순창,ㅅㅜㄴㅊㅏㅇ,TNSCKD
순흥,ㅅㅜㄴㅎㅡㅇ,TNSGMD
신녕,ㅅㅣㄴㄴㅕㅇ,TLSSUD
심천,ㅅㅣㅁㅊㅓㄴ,TLACJS
안계,ㅇㅏㄴㄱㅕㅣ,DKSRUL
안덕,ㅇㅏㄴㄷㅓㄱ,DKSEJR
안평,ㅇㅏㄴㅍㅕㅇ,DKSVUD
압해,ㅇㅏㅂㅎㅏㅣ,DKQGKL
약목,ㅇㅑㄱㅁㅗㄱ,DIRAHR
약산,ㅇㅑㄱㅅㅏㄴ,DIRTKS
양평,ㅇㅑㅇㅍㅕㅇ,DIDVUD
언양,ㅇㅓㄴㅇㅑㅇ,DJSDID
영순,ㅇㅕㅇㅅㅜㄴ,DUDTNS
영중,ㅇㅕㅇㅈㅜㅇ,DUDWND
영흥,ㅇㅕㅇㅎㅡㅇ,DUDGMD
예안,ㅇㅕㅣㅇㅏㄴ,DULDKS
예천,ㅇㅕㅣㅊㅓㄴ,DULCJS
옹진,ㅇㅗㅇㅈㅣㄴ,DHDWLS
완도,ㅇㅗㅏㄴㄷㅗ,DHKSEH
외남,ㅇㅗㅣㄴㅏㅁ,DHLSKA
용남,ㅇㅛㅇㄴㅏㅁ,DYDSKA
용문,ㅇㅛㅇㅁㅜㄴ,DYDANS
용성,ㅇㅛㅇㅅㅓㅇ,DYDTJD
용안,ㅇㅛㅇㅇㅏㄴ,DYDDKS
용진,ㅇㅛㅇㅈㅣㄴ,DYDWLS
용평,ㅇㅛㅇㅍㅕㅇ,DYDVUD
운곡,ㅇㅜㄴㄱㅗㄱ,DNSRHR
울릉,ㅇㅜㄹㄹㅡㅇ,DNFFMD
울진,ㅇㅜㄹㅈㅣㄴ,DNFWLS
웅천,ㅇㅜㅇㅊㅓㄴ,DNDCJS
위천,ㅇㅜㅣㅊㅓㄴ,DNLCJS
율곡,ㅇㅠㄹㄱㅗㄱ,DBFRHR
율촌,ㅇㅠㄹㅊㅗㄴ,DBFCHS
은진,ㅇㅡㄴㅈㅣㄴ,DMSWLS
의성,ㅇㅡㅣㅅㅓㅇ,DMLTJD
의흥,ㅇㅡㅣㅎㅡㅇ,DMLGMD
장평,ㅈㅏㅇㅍㅕㅇ,WKDVUD
장흥,ㅈㅏㅇㅎㅡㅇ,WKDGMD
정안,ㅈㅓㅇㅇㅏㄴ,WJDDKS
정촌,ㅈㅓㅇㅊㅗㄴ,WJDCHS
죽변,ㅈㅜㄱㅂㅕㄴ,WNRQUS
죽산,ㅈㅜㄱㅅㅏㄴ,WNRTKS
중랑,ㅈㅜㅇㄹㅏㅇ,WNDFKD
증평,ㅈㅡㅇㅍㅕㅇ,WMDVUD
직산,ㅈㅣㄱㅅㅏㄴ,WLRTKS
진례,ㅈㅣㄴㄹㅕㅣ,WLSFUL
진안,ㅈㅣㄴㅇㅏㄴ,WLSDKS
창선,ㅊㅏㅇㅅㅓㄴ,CKDTJS
청북,ㅊㅓㅇㅂㅜㄱ,CJDQNR
청성,ㅊㅓㅇㅅㅓㅇ,CJDTJD
청송,ㅊㅓㅇㅅㅗㅇ,CJDTHD
청양,ㅊㅓㅇㅇㅑㅇ,CJDDID
청평,ㅊㅓㅇㅍㅕㅇ,CJDVUD
칠곡,ㅊㅣㄹㄱㅗㄱ,CLFRHR
탕정,ㅌㅏㅇㅈㅓㅇ,XKDWJD
퇴촌,ㅌㅗㅣㅊㅗㄴ,XHLCHS
팔봉,ㅍㅏㄹㅂㅗㅇ,VKFQHD
풍양,ㅍㅜㅇㅇㅑㅇ,VNDDID
함열,ㅎㅏㅁㅇㅕㄹ,GKADUF
함창,ㅎㅏㅁㅊㅏㅇ,GKACKD
함평,ㅎㅏㅁㅍㅕㅇ,GKAVUD
합덕,ㅎㅏㅂㄷㅓㄱ,GKQEJR
해남,ㅎㅏㅣㄴㅏㅁ,GKLSKA
해룡,ㅎㅏㅣㄹㅛㅇ,GKLFYD
현풍,ㅎㅕㄴㅍㅜㅇ,GUSVND
홍농,ㅎㅗㅇㄴㅗㅇ,GHDSHD
화현,ㅎㅗㅏㅎㅕㄴ,GHKGUS
화남,ㅎㅗㅏㄴㅏㅁ,GHKSKA
화순,ㅎㅗㅏㅅㅜㄴ,GHKTNS
화천,ㅎㅗㅏㅊㅓㄴ,GHKCJS
흥해,ㅎㅡㅇㅎㅏㅣ,GMDGKL
쓰역,ㅅㅅㅡㅇㅕㄱ,TTMDUR
킬역,ㅋㅣㄹㅇㅕㄱ,ZLFDUR
킹역,ㅋㅣㅇㅇㅕㄱ,ZLDDUR
고부교,ㄱㅗㅂㅜㄱㅛ,RHQNRY
수피교,ㅅㅜㅍㅣㄱㅛ,TNVLRY
닛폰,ㄴㅣㅅㅍㅗㄴ,SLTVHS
자이르,ㅈㅏㅇㅣㄹㅡ,WKDLFM
카나다,ㅋㅏㄴㅏㄷㅏ,ZKSKEK
카다르,ㅋㅏㄷㅏㄹㅡ,ZKEKFM
터어키,ㅌㅓㅇㅓㅋㅣ,XJDJZL
마푸토,ㅁㅏㅍㅜㅌㅗ,AKVNXH
말레,ㅁㅏㄹㄹㅓㅣ,AKFFJL
양곤,ㅇㅑㅇㄱㅗㄴ,DIDRHS
코로르,ㅋㅗㄹㅗㄹㅡ,ZHFHFM
구시로,ㄱㅜㅅㅣㄹㅗ,RNTLFH
그라츠,ㄱㅡㄹㅏㅊㅡ,RMFKCM
나고야,ㄴㅏㄱㅗㅇㅑ,SKRHDI
나짱,ㄴㅏㅈㅈㅏㅇ,SKWWKD
나쿠루,ㄴㅏㅋㅜㄹㅜ,SKZNFN
난닝,ㄴㅏㄴㄴㅣㅇ,SKSSLD
난창,ㄴㅏㄴㅊㅏㅇ,SKSCKD
남경,ㄴㅏㅁㄱㅕㅇ,SKARUD
납살,ㄴㅏㅂㅅㅏㄹ,SKQTKF
냐짱,ㄴㅑㅈㅈㅏㅇ,SIWWKD
뉴요크,ㄴㅠㅇㅛㅋㅡ,SBDYZM
단동,ㄷㅏㄴㄷㅗㅇ,EKSEHD
단둥,ㄷㅏㄴㄷㅜㅇ,EKSEND
덴버,ㄷㅓㅣㄴㅂㅓ,EJLSQJ
도도마,ㄷㅗㄷㅗㅁㅏ,EHEHAK
도야마,ㄷㅗㅇㅑㅁㅏ,EHDIAK
도요다,ㄷㅗㅇㅛㄷㅏ,EHDYEK
라파즈,ㄹㅏㅍㅏㅈㅡ,FKVKWM
라시티,ㄹㅏㅅㅣㅌㅣ,FKTLXL
랑군,ㄹㅏㅇㄱㅜㄴ,FKDRNS
루가노,ㄹㅜㄱㅏㄴㅗ,FNRKSH
마카우,ㅁㅏㅋㅏㅇㅜ,AKZKDN
미아스,ㅁㅣㅇㅏㅅㅡ,ALDKTM
바기오,ㅂㅏㄱㅣㅇㅗ,QKRLDH
바덴,ㅂㅏㄷㅓㅣㄴ,QKEJLS
바르샤,ㅂㅏㄹㅡㅅㅑ,QKFMTI
벳푸,ㅂㅓㅣㅅㅍㅜ,QJLTVN
사무이,ㅅㅏㅁㅜㅇㅣ,TKANDL
사포로,ㅅㅏㅍㅗㄹㅗ,TKVHFH
수시티,ㅅㅜㅅㅣㅌㅣ,TNTLXL
싼야,ㅅㅅㅏㄴㅇㅑ,TTKSDI
아그라,ㅇㅏㄱㅡㄹㅏ,DKRMFK
아소스,ㅇㅏㅅㅗㅅㅡ,DKTHTM
아카드,ㅇㅏㅋㅏㄷㅡ,DKZKEM
아키타,ㅇㅏㅋㅣㅌㅏ,DKZLXK
옌지,ㅇㅕㅣㄴㅈㅣ,DULSWL
오이타,ㅇㅗㅇㅣㅌㅏ,DHDLXK
오타루,ㅇㅗㅌㅏㄹㅜ,DHXKFN
위건,ㅇㅜㅣㄱㅓㄴ,DNLRJS
유후시,ㅇㅠㅎㅜㅅㅣ,DBGNTL
지바시,ㅈㅣㅂㅏㅅㅣ,WLQKTL
창춘,ㅊㅏㅇㅊㅜㄴ,CKDCNS
츠쿠바,ㅊㅡㅋㅜㅂㅏ,CMZNQK
쿤밍,ㅋㅜㄴㅁㅣㅇ,ZNSALD
타우포,ㅌㅏㅇㅜㅍㅗ,XKDNVH
탬파,ㅌㅏㅣㅁㅍㅏ,XKLAVK
토요타,ㅌㅗㅇㅛㅌㅏ,XHDYXK
투르쿠,ㅌㅜㄹㅡㅋㅜ,XNFMZN
티라너,ㅌㅣㄹㅏㄴㅓ,XLFKSJ
파라나,ㅍㅏㄹㅏㄴㅏ,VKFKSK
파르마,ㅍㅏㄹㅡㅁㅏ,VKFMAK
페낭,ㅍㅓㅣㄴㅏㅇ,VJLSKD
푸도시,ㅍㅜㄷㅗㅅㅣ,VNEHTL
픽턴,ㅍㅣㄱㅌㅓㄴ,VLRXJS
하바나,ㅎㅏㅂㅏㄴㅏ,GKQKSK
호바트,ㅎㅗㅂㅏㅌㅡ,GHQKXM
후후이,ㅎㅜㅎㅜㅇㅣ,GNGNDL
네성,ㄴㅓㅣㅅㅓㅇ,SJLTJD
모아이,ㅁㅗㅇㅏㅇㅣ,AHDKDL
건릉,ㄱㅓㄴㄹㅡㅇ,RJSFMD
경릉,ㄱㅕㅇㄹㅡㅇ,RUDFMD
곤릉,ㄱㅗㄴㄹㅡㅇ,RHSFMD
근궁,ㄱㅡㄴㄱㅜㅇ,RMSRND
기자묘,ㄱㅣㅈㅏㅁㅛ,RLWKAY
기자사,ㄱㅣㅈㅏㅅㅏ,RLWKTK
니푸르,ㄴㅣㅍㅜㄹㅡ,SLVNFM
덕릉,ㄷㅓㄱㄹㅡㅇ,EJRFMD
델피,ㄷㅓㅣㄹㅍㅣ,EJLFVL
명릉,ㅁㅕㅇㄹㅡㅇ,AUDFMD
목릉,ㅁㅗㄱㄹㅡㅇ,AHRFMD
부자묘,ㅂㅜㅈㅏㅁㅛ,QNWKAY
서궐,ㅅㅓㄱㅜㅓㄹ,TJRNJF
숙릉,ㅅㅜㄱㄹㅡㅇ,TNRFMD
순릉,ㅅㅜㄴㄹㅡㅇ,TNSFMD
숭릉,ㅅㅜㅇㄹㅡㅇ,TNDFMD
안릉,ㅇㅏㄴㄹㅡㅇ,DKSFMD
암문,ㅇㅏㅁㅁㅜㄴ,DKAANS
예릉,ㅇㅕㅣㄹㅡㅇ,DULFMD
온릉,ㅇㅗㄴㄹㅡㅇ,DHSFMD
우루크,ㅇㅜㄹㅜㅋㅡ,DNFNZM
융릉,ㅇㅠㅇㄹㅡㅇ,DBDFMD
의능,ㅇㅡㅣㄴㅡㅇ,DMLSMD
의릉,ㅇㅡㅣㄹㅡㅇ,DMLFMD
